data_type,collector,purpose
specific piece,contractor,
specific piece,netskope,services
specific piece,netskope affiliate,
specific piece,netskope in united states of america,
specific piece,netskope subsidiary,
specific piece,professional service provider,
specific piece,reseller,"advertising, services"
specific piece,service provider,
specific piece,sponsor,
specific piece,we,"security, services, advertising, analytics, legal"
username,we,"security, services, advertising"
username,we,"security, services, advertising, analytics, legal"
whitepaper,we,"security, services, advertising, analytics, legal"
