data_type,collector,purpose
picture you post,we,"advertising, analytics, legal, services"
pixel,we,"advertising, analytics, legal, services, security"
precise geolocation,we,"advertising, analytics, legal, services, security"
profile name,we,"advertising, analytics, legal, services, security"
profile name profile picture,we,"advertising, analytics, legal, services, security"
prompt you use,UNSPECIFIED_ACTOR,"services, legal, security"
prompt you use,we,"advertising, analytics, legal, services, security"
raw image of surrounding,sensor on meta quest,
record audio,we,"advertising, analytics, legal, services, security"
recording,UNSPECIFIED_ACTOR,"services, legal, security"
recording,service provider,
recording,we,"advertising, analytics, legal, services, security"
setting,we,"advertising, analytics, legal, services, security"
smart glasses sensor relate to content,we,"advertising, analytics, legal, services, security"
statistic,we,"advertising, analytics, legal, services, security"
subscription,app developer,
subscription,we,"advertising, analytics, legal, services, security"
system log,we,"advertising, analytics, legal, services, security"
technical system information about device you use,we,"advertising, analytics, legal, services, security"
third party service usage,we,"advertising, analytics, legal, services, security"
time,we,"advertising, analytics, legal, services, security"
tracking quality,we,"advertising, analytics, legal, services, security"
transcript,UNSPECIFIED_ACTOR,"services, legal, security"
transcript,service provider,
transcript,we,"advertising, analytics, legal, services, security"
transcript of voice interaction,we,"advertising, analytics, legal, services, security"
voice,we,"advertising, analytics, legal, services, security"
voice storage,UNSPECIFIED_ACTOR,"services, legal, security"
voice storage,service provider,services
voice storage,we,"advertising, analytics, legal, services, security"
voiceprint,UNSPECIFIED_ACTOR,"services, legal, security"
voiceprint,service provider,services
voiceprint,we,"advertising, analytics, legal, services, security"
